TS,average
2020-06-05 10:16:49,23.455555555555556
2020-06-05 10:21:58,23.321428571428566
2020-06-05 10:26:53,23.498412698412693
2020-06-05 10:31:55,23.39603174603174
2020-06-05 10:36:58,23.37301587301587
2020-06-05 10:41:58,23.434126984126983
2020-06-05 10:46:59,23.325396825396826
2020-06-05 10:51:49,23.406349206349205
2020-06-05 10:56:59,23.264285714285712
2020-06-05 11:01:49,23.290476190476188
2020-06-05 11:06:59,23.33730158730159
2020-06-05 11:11:59,23.409523809523805
2020-06-05 11:16:59,23.273015873015872
2020-06-05 11:21:50,23.36825396825397
2020-06-05 11:26:59,23.413492063492058
2020-06-05 11:32:00,23.39761904761904
2020-06-05 11:37:01,23.374603174603173
2020-06-05 11:41:50,23.49920634920635
2020-06-05 11:46:59,23.44920634920635
2020-06-05 11:51:49,23.234920634920634
2020-06-05 11:56:59,23.33333333333333
2020-06-05 12:01:49,23.326984126984126
2020-06-05 12:06:59,23.33253968253968
2020-06-05 12:11:49,23.22142857142857
2020-06-05 12:16:58,23.275396825396825
2020-06-05 12:21:50,23.213492063492062
2020-06-05 12:26:59,23.292063492063487
2020-06-05 12:31:59,23.542857142857137
2020-06-05 12:36:49,23.384920634920636
2020-06-05 12:42:01,23.289682539682545
2020-06-05 12:46:51,23.333333333333336
2020-06-05 12:52:00,23.205555555555552
2020-06-05 12:57:00,23.26428571428572
2020-06-05 13:01:50,23.295238095238094
2020-06-05 13:06:59,23.34444444444444
2020-06-05 13:12:00,23.291269841269838
2020-06-05 13:16:50,23.308730158730157
2020-06-05 13:22:00,23.33968253968254
2020-06-05 13:27:01,23.267460317460312
2020-06-05 13:31:52,23.408730158730155
2020-06-05 13:36:58,23.127777777777776
2020-06-05 13:42:01,23.213492063492062
2020-06-05 13:46:51,23.207142857142856
2020-06-05 13:51:58,23.276190476190475
2020-06-05 13:56:50,23.03412698412698
2020-06-05 14:01:58,23.303174603174604
2020-06-05 14:06:50,23.250793650793646
2020-06-05 14:11:58,23.205555555555556
2020-06-05 14:16:49,23.361111111111107
2020-06-05 14:21:58,23.13015873015873
2020-06-05 14:26:50,23.384920634920636
2020-06-05 14:31:59,23.21904761904762
2020-06-05 14:36:59,23.287301587301585
2020-06-05 14:42:00,23.143650793650796
2020-06-05 14:46:50,23.12301587301587
2020-06-05 14:52:00,23.234126984126984
2020-06-05 14:56:51,23.334126984126986
2020-06-05 15:02:00,23.308730158730164
2020-06-05 15:07:01,23.16825396825397
2020-06-05 15:11:51,23.109523809523814
2020-06-05 15:16:58,23.219841269841275
2020-06-05 15:21:58,23.249999999999993
2020-06-05 15:27:00,23.15079365079365
2020-06-05 15:31:50,23.172222222222228
2020-06-05 15:36:59,23.181746031746034
2020-06-05 15:42:00,23.346031746031752
2020-06-05 15:46:50,23.328571428571426
2020-06-05 15:51:57,23.156349206349205
2020-06-05 15:56:58,23.14920634920635
2020-06-05 16:01:59,23.104761904761904
2020-06-05 16:06:52,23.271428571428565
2020-06-05 16:11:57,23.224603174603175
2020-06-05 16:16:59,23.186507936507933
2020-06-05 16:21:49,23.184126984126983
2020-06-05 16:26:58,23.288095238095238
2020-06-05 16:31:59,23.117460317460317
2020-06-05 16:36:49,23.15634920634921
2020-06-05 16:42:00,23.20079365079365
2020-06-05 16:47:01,23.134920634920633
2020-06-05 16:51:50,23.1531746031746
2020-06-05 16:56:59,23.139682539682543
2020-06-05 17:02:00,23.15317460317461
2020-06-05 17:06:50,23.118253968253967
2020-06-05 17:11:58,23.316666666666663
2020-06-05 17:17:00,23.249206349206347
2020-06-05 17:21:50,23.29920634920635
2020-06-05 17:26:58,23.37063492063492
2020-06-05 17:31:50,23.573809523809526
2020-06-05 17:36:57,23.39444444444444
2020-06-05 17:41:50,23.461904761904762
2020-06-05 17:46:58,23.138095238095246
2020-06-05 17:51:50,23.190476190476197
2020-06-05 17:56:59,23.452380952380956
2020-06-05 18:01:50,23.24603174603175
2020-06-05 18:06:59,23.106349206349215
2020-06-05 18:11:49,23.25555555555556
2020-06-05 18:16:58,23.33333333333333
2020-06-05 18:21:51,23.189682539682533
2020-06-05 18:26:59,23.219047619047615
2020-06-05 18:31:55,23.21428571428571
2020-06-05 18:36:53,23.21587301587301
2020-06-05 18:41:57,23.429365079365073
2020-06-05 18:46:59,23.204761904761906
2020-06-05 18:51:50,23.107936507936508
2020-06-05 18:56:57,23.199206349206353
2020-06-05 19:01:59,23.28412698412698
2020-06-05 19:06:50,23.276984126984125
2020-06-05 19:11:58,23.250000000000004
2020-06-05 19:16:58,23.38412698412699
2020-06-05 19:21:51,23.465079365079365
2020-06-05 19:26:59,23.415873015873018
2020-06-05 19:31:50,23.374603174603177
2020-06-05 19:36:58,23.404761904761905
2020-06-05 19:41:59,23.452380952380953
2020-06-05 19:46:50,23.38968253968254
2020-06-05 19:51:59,23.308730158730164
2020-06-05 19:56:59,23.29920634920635
2020-06-05 20:01:50,23.3468253968254
2020-06-05 20:06:58,23.493650793650794
2020-06-05 20:11:58,23.371428571428574
2020-06-05 20:16:59,23.50873015873016
2020-06-05 20:21:59,23.52619047619048
2020-06-05 20:26:49,23.60079365079365
2020-06-05 20:31:59,23.588888888888892
2020-06-05 20:36:49,23.477777777777774
2020-06-05 20:41:58,23.385714285714286
2020-06-05 20:46:50,23.24920634920635
2020-06-05 20:51:58,23.334126984126986
2020-06-05 20:56:50,23.277777777777775
2020-06-05 21:02:00,23.501587301587296
2020-06-05 21:06:50,23.32063492063492
2020-06-05 21:11:58,23.59365079365079
2020-06-05 21:16:59,23.53492063492063
2020-06-05 21:21:49,23.51031746031746
2020-06-05 21:26:58,23.6531746031746
2020-06-05 21:31:49,23.608730158730157
2020-06-05 21:36:58,23.44365079365079
2020-06-05 21:41:50,23.747619047619047
2020-06-05 21:46:59,23.623015873015873
2020-06-05 21:51:59,23.573809523809523
2020-06-05 21:56:50,23.629365079365083
2020-06-05 22:01:59,23.79047619047619
2020-06-05 22:06:50,23.788095238095238
2020-06-05 22:11:59,23.747619047619054
2020-06-05 22:16:49,23.826984126984133
2020-06-05 22:21:59,23.957142857142856
2020-06-05 22:26:59,23.671428571428567
2020-06-05 22:31:59,23.396825396825392
2020-06-05 22:36:49,23.15555555555556
2020-06-05 22:41:59,23.39285714285714
2020-06-05 22:46:49,23.549206349206347
2020-06-05 22:51:58,23.729365079365078
2020-06-05 22:56:59,23.633333333333336
2020-06-05 23:01:51,23.63095238095238
2020-06-05 23:06:59,23.814285714285717
2020-06-05 23:12:01,23.898412698412702
2020-06-05 23:16:51,23.65952380952381
2020-06-05 23:21:58,23.701587301587296
2020-06-05 23:27:00,23.263492063492063
2020-06-05 23:31:50,23.268253968253966
2020-06-05 23:36:58,23.024603174603183
2020-06-05 23:41:51,23.267460317460316
2020-06-05 23:46:58,23.294444444444444
2020-06-05 23:51:58,23.435714285714283
2020-06-05 23:56:52,23.082539682539682
2020-06-06 00:01:58,23.023015873015876
2020-06-06 00:06:49,22.85079365079365
2020-06-06 00:11:58,22.969047619047622
2020-06-06 00:16:58,22.868253968253967
2020-06-06 00:21:59,22.948412698412696
2020-06-06 00:26:50,23.204761904761902
2020-06-06 00:31:58,23.216666666666665
2020-06-06 00:36:58,23.440476190476193
2020-06-06 00:41:59,23.345238095238095
2020-06-06 00:46:50,23.63253968253968
2020-06-06 00:51:59,23.67936507936508
2020-06-06 00:57:00,23.725396825396817
2020-06-06 01:01:50,23.69285714285714
2020-06-06 01:06:58,23.70079365079365
2020-06-06 01:11:58,23.71190476190476
2020-06-06 01:16:58,23.77698412698412
2020-06-06 01:21:49,23.6
2020-06-06 01:27:01,23.746031746031743
2020-06-06 01:31:51,23.689682539682533
2020-06-06 01:36:57,23.80793650793651
2020-06-06 01:41:58,23.712698412698415
2020-06-06 01:46:50,23.73650793650793
2020-06-06 01:51:58,23.933333333333337
2020-06-06 01:56:51,23.79761904761905
2020-06-06 02:01:59,23.854761904761908
2020-06-06 02:06:59,23.823015873015876
2020-06-06 02:12:00,23.881746031746033
2020-06-06 02:16:50,23.897619047619045
2020-06-06 02:21:58,23.938888888888894
2020-06-06 02:26:58,23.891269841269843
2020-06-06 02:31:59,24.052380952380954
2020-06-06 02:36:49,23.988888888888884
2020-06-06 02:41:59,24.21031746031746
2020-06-06 02:46:59,24.21031746031746
2020-06-06 02:51:49,24.16111111111111
2020-06-06 02:56:58,24.32619047619048
2020-06-06 03:01:59,24.223015873015875
2020-06-06 03:06:49,24.084126984126982
2020-06-06 03:11:58,24.219047619047622
2020-06-06 03:16:59,24.103174603174605
2020-06-06 03:21:49,23.98412698412698
2020-06-06 03:26:59,24.09365079365079
2020-06-06 03:31:53,24.21904761904762
2020-06-06 03:36:55,24.243650793650797
2020-06-06 03:42:00,24.21984126984127
2020-06-06 03:47:00,24.212698412698412
2020-06-06 03:51:50,24.2015873015873
2020-06-06 03:56:59,24.099206349206348
2020-06-06 04:01:59,24.193650793650793
2020-06-06 04:06:49,24.316666666666666
2020-06-06 04:11:58,24.353968253968254
2020-06-06 04:16:58,24.25793650793651
2020-06-06 04:21:49,24.24920634920635
2020-06-06 04:26:58,24.345238095238088
2020-06-06 04:31:55,24.222222222222218
2020-06-06 04:36:53,24.025396825396825
2020-06-06 04:41:59,24.10793650793651
2020-06-06 04:46:50,24.085714285714282
2020-06-06 04:51:58,24.13650793650794
2020-06-06 04:56:59,24.231746031746027
2020-06-06 05:01:49,24.253174603174603
2020-06-06 05:06:58,24.19126984126984
2020-06-06 05:11:59,24.323015873015873
2020-06-06 05:16:59,24.27936507936508
2020-06-06 05:21:49,24.19444444444444
2020-06-06 05:26:58,24.237301587301587
2020-06-06 05:31:58,24.25714285714286
2020-06-06 05:36:49,24.196825396825396
2020-06-06 05:41:58,24.08730158730158
2020-06-06 05:46:59,24.006349206349206
2020-06-06 05:52:00,23.835714285714293
2020-06-06 05:57:00,23.862698412698414
2020-06-06 06:01:50,23.885714285714286
2020-06-06 06:07:00,24.01904761904762
2020-06-06 06:11:50,23.799999999999997
2020-06-06 06:16:59,23.71587301587302
2020-06-06 06:21:49,23.68968253968254
2020-06-06 06:26:58,23.63015873015873
2020-06-06 06:31:59,23.46666666666667
2020-06-06 06:36:49,23.515873015873012
2020-06-06 06:41:58,23.5015873015873
2020-06-06 06:46:59,23.497619047619047
2020-06-06 06:51:51,23.3968253968254
2020-06-06 06:56:59,23.53650793650794
2020-06-06 07:01:50,23.46031746031746
2020-06-06 07:06:59,23.56111111111111
2020-06-06 07:11:49,23.605555555555558
2020-06-06 07:16:58,23.50634920634921
2020-06-06 07:21:59,23.692063492063493
2020-06-06 07:26:51,23.42857142857143
2020-06-06 07:31:56,23.418253968253964
2020-06-06 07:36:59,23.380158730158723
2020-06-06 07:41:49,23.564285714285717
2020-06-06 07:46:57,23.530158730158732
2020-06-06 07:51:58,23.37857142857143
2020-06-06 07:56:50,23.633333333333336
2020-06-06 08:02:00,23.43730158730159
2020-06-06 08:07:01,23.453174603174602
2020-06-06 08:11:50,23.57222222222223
2020-06-06 08:16:58,23.48809523809524
2020-06-06 08:21:59,23.49126984126984
2020-06-06 08:26:54,23.48888888888889
2020-06-06 08:31:55,23.435714285714283
2020-06-06 08:36:58,23.374603174603173
2020-06-06 08:41:59,23.206349206349202
2020-06-06 08:46:49,23.375396825396823
2020-06-06 08:51:59,23.389682539682536
2020-06-06 08:56:59,23.256349206349206
2020-06-06 09:01:49,23.487301587301584
2020-06-06 09:06:57,23.307936507936503
2020-06-06 09:11:59,23.335714285714282
2020-06-06 09:16:49,23.47380952380952
2020-06-06 09:21:58,23.3031746031746
2020-06-06 09:26:59,23.343650793650788
2020-06-06 09:31:51,23.33174603174603
2020-06-06 09:37:00,23.49126984126984
2020-06-06 09:41:49,23.374603174603177
2020-06-06 09:46:58,23.126984126984123
2020-06-06 09:51:50,23.10158730158731
2020-06-06 09:56:58,23.096825396825395
2020-06-06 10:02:00,23.23333333333333
2020-06-06 10:07:01,23.003968253968257
2020-06-06 10:11:49,23.34047619047619
2020-06-06 10:16:59,23.177777777777777
2020-06-06 10:21:49,23.315079365079363
2020-06-06 10:26:58,23.47063492063492
2020-06-06 10:31:50,23.13888888888889
2020-06-06 10:36:58,22.93095238095238
2020-06-06 10:41:49,22.990476190476187
2020-06-06 10:46:58,22.94047619047619
2020-06-06 10:51:50,23.257142857142853
2020-06-06 10:56:58,23.22063492063492
2020-06-06 11:01:58,23.266666666666666
2020-06-06 11:06:49,23.240476190476187
2020-06-06 11:11:58,23.322222222222223
2020-06-06 11:16:50,23.186507936507937
2020-06-06 11:21:58,23.176984126984127
2020-06-06 11:26:58,23.10634920634921
2020-06-06 11:31:49,23.228571428571428
2020-06-06 11:36:58,23.043650793650798
2020-06-06 11:41:49,23.126190476190473
2020-06-06 11:46:58,23.12222222222222
2020-06-06 11:51:59,23.104761904761908
2020-06-06 11:56:49,23.0952380952381
2020-06-06 12:01:58,23.21666666666667
2020-06-06 12:06:59,23.14206349206349
2020-06-06 12:12:00,23.26269841269841
2020-06-06 12:16:50,23.122222222222224
2020-06-06 12:21:59,23.110317460317454
2020-06-06 12:26:59,23.047619047619044
2020-06-06 12:31:49,22.981746031746034
2020-06-06 12:36:58,23.06269841269841
2020-06-06 12:41:59,23.06507936507936
2020-06-06 12:46:50,23.032539682539678
2020-06-06 12:51:57,23.145238095238096
2020-06-06 12:56:58,22.979365079365078
2020-06-06 13:01:49,23.208730158730155
2020-06-06 13:06:58,23.083333333333332
2020-06-06 13:11:51,23.199206349206346
2020-06-06 13:16:56,23.10079365079365
2020-06-06 13:21:58,23.22063492063492
2020-06-06 13:26:59,23.107142857142858
2020-06-06 13:31:49,23.144444444444446
2020-06-06 13:36:58,23.103174603174608
2020-06-06 13:41:58,23.126984126984127
2020-06-06 13:46:58,23.135714285714286
2020-06-06 13:51:50,23.2063492063492
2020-06-06 13:56:59,23.174603174603174
2020-06-06 14:01:49,23.17857142857143
2020-06-06 14:06:58,23.11904761904762
2020-06-06 14:11:59,23.06349206349206
2020-06-06 14:17:01,23.019047619047615
2020-06-06 14:21:50,23.11904761904762
2020-06-06 14:26:59,22.97460317460318
2020-06-06 14:31:50,23.1515873015873
2020-06-06 14:36:58,23.18015873015873
2020-06-06 14:41:59,23.11111111111111
2020-06-06 14:46:49,23.0515873015873
2020-06-06 14:51:58,23.103968253968258
2020-06-06 14:56:49,23.054761904761907
2020-06-06 15:01:59,23.21904761904762
2020-06-06 15:06:52,23.04761904761905
2020-06-06 15:11:57,23.092857142857138
2020-06-06 15:16:58,23.19920634920635
2020-06-06 15:21:59,23.210317460317455
2020-06-06 15:26:59,23.073015873015866
2020-06-06 15:31:50,23.166666666666668
2020-06-06 15:36:59,23.361904761904764
2020-06-06 15:41:49,23.076190476190476
2020-06-06 15:46:58,23.197619047619046
2020-06-06 15:51:58,23.12539682539682
2020-06-06 15:56:49,23.142063492063492
2020-06-06 16:01:58,23.099206349206348
2020-06-06 16:06:58,23.061111111111114
2020-06-06 16:11:50,22.984920634920638
2020-06-06 16:17:00,23.190476190476193
2020-06-06 16:21:50,23.1920634920635
2020-06-06 16:27:00,23.09603174603175
2020-06-06 16:31:50,23.147619047619045
2020-06-06 16:36:59,23.176190476190477
2020-06-06 16:42:00,23.090476190476192
2020-06-06 16:46:50,23.188095238095233
2020-06-06 16:51:57,23.229365079365085
2020-06-06 16:56:58,23.064285714285713
2020-06-06 17:01:59,23.115873015873017
2020-06-06 17:06:50,23.073015873015873
2020-06-06 17:11:57,23.150793650793652
2020-06-06 17:16:58,23.29444444444444
2020-06-06 17:21:58,23.303968253968254
2020-06-06 17:26:51,23.353968253968258
2020-06-06 17:31:58,23.315873015873017
2020-06-06 17:36:53,23.2952380952381
2020-06-06 17:41:55,23.265079365079366
2020-06-06 17:46:58,23.284920634920642
2020-06-06 17:51:51,23.265873015873016
2020-06-06 17:56:58,23.41904761904762
2020-06-06 18:01:59,23.27619047619048
2020-06-06 18:06:49,23.40714285714286
2020-06-06 18:11:57,23.302380952380958
2020-06-06 18:16:58,23.03730158730159
2020-06-06 18:21:51,23.047619047619047
2020-06-06 18:26:59,23.101587301587305
2020-06-06 18:32:01,23.061111111111117
2020-06-06 18:36:52,23.040476190476195
2020-06-06 18:41:58,23.246031746031747
2020-06-06 18:46:59,23.16904761904762
2020-06-06 18:51:59,23.193650793650797
2020-06-06 18:56:49,23.264285714285716
2020-06-06 19:01:59,23.37539682539683
2020-06-06 19:06:49,23.254761904761903
2020-06-06 19:11:58,23.30873015873016
2020-06-06 19:16:58,23.38888888888889
2020-06-06 19:21:50,23.164285714285715
2020-06-06 19:26:58,23.353174603174605
2020-06-06 19:31:59,23.25793650793651
2020-06-06 19:36:59,23.318253968253966
2020-06-06 19:41:49,23.425396825396824
2020-06-06 19:46:58,23.417460317460318
2020-06-06 19:51:59,23.334920634920632
2020-06-06 19:56:49,23.310317460317464
2020-06-06 20:01:58,23.369841269841267
2020-06-06 20:06:50,23.357142857142858
2020-06-06 20:11:58,23.339682539682542
2020-06-06 20:16:50,23.41190476190476
2020-06-06 20:21:58,23.38015873015873
2020-06-06 20:26:58,23.238095238095237
2020-06-06 20:31:49,23.02619047619048
2020-06-06 20:36:59,23.05952380952381
2020-06-06 20:41:55,23.26825396825397
2020-06-06 20:46:53,23.26984126984127
2020-06-06 20:52:01,23.280158730158732
2020-06-06 20:56:51,23.25634920634921
2020-06-06 21:01:58,23.40793650793651
2020-06-06 21:06:58,23.523809523809522
2020-06-06 21:11:56,23.56904761904762
2020-06-06 21:16:52,23.424603174603174
2020-06-06 21:21:58,23.331746031746032
2020-06-06 21:26:51,23.201587301587292
2020-06-06 21:31:58,22.94603174603175
2020-06-06 21:36:51,23.109523809523807
2020-06-06 21:41:58,23.103174603174605
2020-06-06 21:46:49,22.849999999999994
2020-06-06 21:51:58,22.632539682539683
2020-06-06 21:56:59,22.59920634920635
2020-06-06 22:01:50,22.6515873015873
2020-06-06 22:06:59,22.62380952380952
2020-06-06 22:11:50,22.806349206349203
2020-06-06 22:16:59,23.043650793650798
2020-06-06 22:21:59,23.239682539682534
2020-06-06 22:26:50,23.261904761904766
2020-06-06 22:31:57,23.364285714285717
2020-06-06 22:36:59,23.416666666666668
2020-06-06 22:42:00,23.356349206349208
2020-06-06 22:46:49,23.398412698412702
2020-06-06 22:51:59,23.416666666666668
2020-06-06 22:56:50,23.336507936507942
2020-06-06 23:01:58,23.566666666666663
2020-06-06 23:06:59,23.52142857142857
2020-06-06 23:11:59,23.46428571428571
2020-06-06 23:16:49,23.533333333333328
2020-06-06 23:21:59,23.459523809523805
2020-06-06 23:26:49,23.484126984126984
2020-06-06 23:31:58,23.600793650793655
2020-06-06 23:36:59,23.53253968253968
2020-06-06 23:41:59,23.54444444444444
2020-06-06 23:46:50,23.634126984126986
2020-06-06 23:51:59,23.39920634920635
2020-06-06 23:56:50,23.256349206349206
2020-06-07 00:01:58,23.157936507936505
2020-06-07 00:06:58,23.57460317460318
2020-06-07 00:11:52,23.46428571428572
2020-06-07 00:16:56,23.62698412698413
2020-06-07 00:21:59,23.60158730158731
2020-06-07 00:26:49,23.744444444444444
2020-06-07 00:31:58,23.663492063492058
2020-06-07 00:36:59,23.708730158730155
2020-06-07 00:41:58,23.490476190476187
2020-06-07 00:46:50,23.765873015873012
2020-06-07 00:51:59,23.650793650793652
2020-06-07 00:56:59,23.51666666666667
2020-06-07 01:01:49,23.23888888888889
2020-06-07 01:06:58,23.369047619047624
2020-06-07 01:11:59,23.509523809523813
2020-06-07 01:17:01,23.49126984126984
2020-06-07 01:21:49,23.684920634920637
2020-06-07 01:27:00,23.638888888888893
2020-06-07 01:31:50,23.59047619047619
2020-06-07 01:36:58,23.5047619047619
2020-06-07 01:41:59,23.682539682539684
2020-06-07 01:46:49,23.77380952380953
2020-06-07 01:51:58,23.75793650793651
2020-06-07 01:56:50,23.66746031746032
2020-06-07 02:01:59,23.627777777777776
2020-06-07 02:06:50,23.513492063492063
2020-06-07 02:11:58,23.38015873015873
2020-06-07 02:16:50,23.61031746031746
2020-06-07 02:21:57,23.658730158730155
2020-06-07 02:26:58,23.667460317460314
2020-06-07 02:31:59,23.590476190476185
2020-06-07 02:36:50,23.69285714285714
2020-06-07 02:41:58,23.746031746031743
2020-06-07 02:46:59,23.810317460317464
2020-06-07 02:51:49,23.68730158730159
2020-06-07 02:56:58,23.976190476190474
2020-06-07 03:01:58,24.163492063492058
2020-06-07 03:06:49,24.119047619047624
2020-06-07 03:11:58,24.18809523809524
2020-06-07 03:16:52,23.876190476190477
2020-06-07 03:21:58,23.57460317460318
2020-06-07 03:26:50,23.45238095238095
2020-06-07 03:31:59,23.71666666666667
2020-06-07 03:37:01,23.795238095238098
2020-06-07 03:41:52,23.793650793650794
2020-06-07 03:46:58,23.869841269841274
2020-06-07 03:51:50,24.130158730158726
2020-06-07 03:56:58,24.152380952380955
2020-06-07 04:01:53,24.222222222222218
2020-06-07 04:06:54,24.079365079365083
2020-06-07 04:11:58,24.123809523809527
2020-06-07 04:16:59,24.21507936507937
2020-06-07 04:21:49,23.999206349206354
2020-06-07 04:26:58,24.234126984126988
2020-06-07 04:31:51,24.149206349206356
2020-06-07 04:36:57,24.15634920634921
2020-06-07 04:41:58,24.152380952380955
2020-06-07 04:46:55,24.369841269841274
2020-06-07 04:51:54,24.140476190476193
2020-06-07 04:56:58,24.234126984126984
2020-06-07 05:01:59,24.25555555555556
2020-06-07 05:06:50,24.19126984126984
2020-06-07 05:11:57,24.12063492063492
2020-06-07 05:16:59,24.23015873015873
2020-06-07 05:21:49,24.281746031746035
2020-06-07 05:26:57,24.23333333333333
2020-06-07 05:31:58,24.21825396825397
2020-06-07 05:36:59,24.235714285714284
2020-06-07 05:41:48,24.133333333333333
2020-06-07 05:46:59,23.97698412698413
2020-06-07 05:51:50,24.155555555555555
2020-06-07 05:56:59,24.182539682539684
2020-06-07 06:01:59,24.17142857142857
2020-06-07 06:06:49,24.157142857142855
2020-06-07 06:11:58,24.22222222222222
2020-06-07 06:17:00,24.238888888888884
2020-06-07 06:21:50,24.2515873015873
2020-06-07 06:26:58,24.313492063492063
2020-06-07 06:31:58,24.41984126984127
2020-06-07 06:36:50,24.32380952380952
2020-06-07 06:41:57,24.36428571428571
2020-06-07 06:46:58,24.317460317460316
2020-06-07 06:52:00,24.230158730158735
2020-06-07 06:56:50,24.207142857142856
2020-06-07 07:01:58,24.080952380952382
2020-06-07 07:06:59,24.04761904761905
2020-06-07 07:11:50,24.137301587301593
2020-06-07 07:16:59,24.20714285714285
2020-06-07 07:21:49,24.299999999999997
2020-06-07 07:26:58,24.273809523809515
